Schema,Table
taqm_2005,ix_ctm_20050601
taqm_2005,ix_ctm_20050602
taqm_2005,ix_ctm_20050603
taqm_2005,ix_ctm_20050606
taqm_2005,ix_ctm_20050607
taqm_2005,ix_ctm_20050608
taqm_2005,ix_ctm_20050609
taqm_2005,ix_ctm_20050610
taqm_2005,ix_ctm_20050613
taqm_2005,ix_ctm_20050614
taqm_2005,ix_ctm_20050615
taqm_2005,ix_ctm_20050616
taqm_2005,ix_ctm_20050617
taqm_2005,ix_ctm_20050620
taqm_2005,ix_ctm_20050621
taqm_2005,ix_ctm_20050622
taqm_2005,ix_ctm_20050623
taqm_2005,ix_ctm_20050624
taqm_2005,ix_ctm_20050627
taqm_2005,ix_ctm_20050628
taqm_2005,ix_ctm_20050629
taqm_2005,ix_ctm_20050630
taqm_2005,ix_ctm_20050701
taqm_2005,ix_ctm_20050705
taqm_2005,ix_ctm_20050706
taqm_2005,ix_ctm_20050707
taqm_2005,ix_ctm_20050708
taqm_2005,ix_ctm_20050711
taqm_2005,ix_ctm_20050712
taqm_2005,ix_ctm_20050713
taqm_2005,ix_ctm_20050714
taqm_2005,ix_ctm_20050715
taqm_2005,ix_ctm_20050718
taqm_2005,ix_ctm_20050719
taqm_2005,ix_ctm_20050720
taqm_2005,ix_ctm_20050721
taqm_2005,ix_ctm_20050722
taqm_2005,ix_ctm_20050725
taqm_2005,ix_ctm_20050726
taqm_2005,ix_ctm_20050727
taqm_2005,ix_ctm_20050728
taqm_2005,ix_ctm_20050729
taqm_2005,ix_ctm_20050801
taqm_2005,ix_ctm_20050802
taqm_2005,ix_ctm_20050803
taqm_2005,ix_ctm_20050804
taqm_2005,ix_ctm_20050805
taqm_2005,ix_ctm_20050808
taqm_2005,ix_ctm_20050809
taqm_2005,ix_ctm_20050810
taqm_2005,ix_ctm_20050811
taqm_2005,ix_ctm_20050812
taqm_2005,ix_ctm_20050815
taqm_2005,ix_ctm_20050816
taqm_2005,ix_ctm_20050817
taqm_2005,ix_ctm_20050818
taqm_2005,ix_ctm_20050819
taqm_2005,ix_ctm_20050822
taqm_2005,ix_ctm_20050823
taqm_2005,ix_ctm_20050824
taqm_2005,ix_ctm_20050825
taqm_2005,ix_ctm_20050826
taqm_2005,ix_ctm_20050829
taqm_2005,ix_ctm_20050830
taqm_2005,ix_ctm_20050831
taqm_2005,ix_ctm_20050901
taqm_2005,ix_ctm_20050902
taqm_2005,ix_ctm_20050906
taqm_2005,ix_ctm_20050907
taqm_2005,ix_ctm_20050908
taqm_2005,ix_ctm_20050909
taqm_2005,ix_ctm_20050912
taqm_2005,ix_ctm_20050913
taqm_2005,ix_ctm_20050914
taqm_2005,ix_ctm_20050915
taqm_2005,ix_ctm_20050916
taqm_2005,ix_ctm_20050919
taqm_2005,ix_ctm_20050920
taqm_2005,ix_ctm_20050921
taqm_2005,ix_ctm_20050922
taqm_2005,ix_ctm_20050923
taqm_2005,ix_ctm_20050926
taqm_2005,ix_ctm_20050927
taqm_2005,ix_ctm_20050928
taqm_2005,ix_ctm_20050929
taqm_2005,ix_ctm_20050930
taqm_2005,ix_ctm_20051003
taqm_2005,ix_ctm_20051004
taqm_2005,ix_ctm_20051005
taqm_2005,ix_ctm_20051006
taqm_2005,ix_ctm_20051007
taqm_2005,ix_ctm_20051010
taqm_2005,ix_ctm_20051011
taqm_2005,ix_ctm_20051012
taqm_2005,ix_ctm_20051013
taqm_2005,ix_ctm_20051014
taqm_2005,ix_ctm_20051017
taqm_2005,ix_ctm_20051018
taqm_2005,ix_ctm_20051019
taqm_2005,ix_ctm_20051020
taqm_2005,ix_ctm_20051021
taqm_2005,ix_ctm_20051024
taqm_2005,ix_ctm_20051025
taqm_2005,ix_ctm_20051026
taqm_2005,ix_ctm_20051027
taqm_2005,ix_ctm_20051028
taqm_2005,ix_ctm_20051031
taqm_2005,ix_ctm_20051101
taqm_2005,ix_ctm_20051102
taqm_2005,ix_ctm_20051103
taqm_2005,ix_ctm_20051104
taqm_2005,ix_ctm_20051107
taqm_2005,ix_ctm_20051108
taqm_2005,ix_ctm_20051109
taqm_2005,ix_ctm_20051110
taqm_2005,ix_ctm_20051111
taqm_2005,ix_ctm_20051114
taqm_2005,ix_ctm_20051115
taqm_2005,ix_ctm_20051116
taqm_2005,ix_ctm_20051117
taqm_2005,ix_ctm_20051118
taqm_2005,ix_ctm_20051121
taqm_2005,ix_ctm_20051122
taqm_2005,ix_ctm_20051123
taqm_2005,ix_ctm_20051125
taqm_2005,ix_ctm_20051128
taqm_2005,ix_ctm_20051129
taqm_2005,ix_ctm_20051130
taqm_2005,ix_ctm_20051201
taqm_2005,ix_ctm_20051202
taqm_2005,ix_ctm_20051205
taqm_2005,ix_ctm_20051206
taqm_2005,ix_ctm_20051207
taqm_2005,ix_ctm_20051208
taqm_2005,ix_ctm_20051209
taqm_2005,ix_ctm_20051212
taqm_2005,ix_ctm_20051213
taqm_2005,ix_ctm_20051214
taqm_2005,ix_ctm_20051215
taqm_2005,ix_ctm_20051216
taqm_2005,ix_ctm_20051219
taqm_2005,ix_ctm_20051220
taqm_2005,ix_ctm_20051221
taqm_2005,ix_ctm_20051222
taqm_2005,ix_ctm_20051223
taqm_2005,ix_ctm_20051227
taqm_2005,ix_ctm_20051228
taqm_2005,ix_ctm_20051229
taqm_2005,ix_ctm_20051230
taqm_2005,ix_nbbom_20050103
taqm_2005,ix_nbbom_20050104
taqm_2005,ix_nbbom_20050105
taqm_2005,ix_nbbom_20050106
taqm_2005,ix_nbbom_20050107
taqm_2005,ix_nbbom_20050110
taqm_2005,ix_nbbom_20050111
taqm_2005,ix_nbbom_20050112
taqm_2005,ix_nbbom_20050113
taqm_2005,ix_nbbom_20050114
taqm_2005,ix_nbbom_20050118
taqm_2005,ix_nbbom_20050119
taqm_2005,ix_nbbom_20050120
taqm_2005,ix_nbbom_20050121
taqm_2005,ix_nbbom_20050124
taqm_2005,ix_nbbom_20050125
taqm_2005,ix_nbbom_20050126
taqm_2005,ix_nbbom_20050127
taqm_2005,ix_nbbom_20050128
taqm_2005,ix_nbbom_20050131
taqm_2005,ix_nbbom_20050201
taqm_2005,ix_nbbom_20050202
taqm_2005,ix_nbbom_20050203
taqm_2005,ix_nbbom_20050204
taqm_2005,ix_nbbom_20050207
taqm_2005,ix_nbbom_20050208
taqm_2005,ix_nbbom_20050209
taqm_2005,ix_nbbom_20050210
taqm_2005,ix_nbbom_20050211
taqm_2005,ix_nbbom_20050214
taqm_2005,ix_nbbom_20050215
taqm_2005,ix_nbbom_20050216
taqm_2005,ix_nbbom_20050217
taqm_2005,ix_nbbom_20050218
taqm_2005,ix_nbbom_20050222
taqm_2005,ix_nbbom_20050223
taqm_2005,ix_nbbom_20050224
taqm_2005,ix_nbbom_20050225
taqm_2005,ix_nbbom_20050228
taqm_2005,ix_nbbom_20050301
taqm_2005,ix_nbbom_20050302
taqm_2005,ix_nbbom_20050303
taqm_2005,ix_nbbom_20050304
taqm_2005,ix_nbbom_20050307
taqm_2005,ix_nbbom_20050308
taqm_2005,ix_nbbom_20050309
taqm_2005,ix_nbbom_20050310
taqm_2005,ix_nbbom_20050311
taqm_2005,ix_nbbom_20050314
taqm_2005,ix_nbbom_20050315
taqm_2005,ix_nbbom_20050316
taqm_2005,ix_nbbom_20050317
taqm_2005,ix_nbbom_20050318
taqm_2005,ix_nbbom_20050321
taqm_2005,ix_nbbom_20050322
taqm_2005,ix_nbbom_20050323
taqm_2005,ix_nbbom_20050324
taqm_2005,ix_nbbom_20050328
taqm_2005,ix_nbbom_20050329
taqm_2005,ix_nbbom_20050330
taqm_2005,ix_nbbom_20050331
taqm_2005,ix_nbbom_20050401
taqm_2005,ix_nbbom_20050404
taqm_2005,ix_nbbom_20050405
taqm_2005,ix_nbbom_20050406
taqm_2005,ix_nbbom_20050407
taqm_2005,ix_nbbom_20050408
taqm_2005,ix_nbbom_20050411
taqm_2005,ix_nbbom_20050412
taqm_2005,ix_nbbom_20050413
taqm_2005,ix_nbbom_20050414
taqm_2005,ix_nbbom_20050415
taqm_2005,ix_nbbom_20050418
taqm_2005,ix_nbbom_20050419
taqm_2005,ix_nbbom_20050420
taqm_2005,ix_nbbom_20050421
taqm_2005,ix_nbbom_20050422
taqm_2005,ix_nbbom_20050425
taqm_2005,ix_nbbom_20050426
taqm_2005,ix_nbbom_20050427
taqm_2005,ix_nbbom_20050428
taqm_2005,ix_nbbom_20050429
taqm_2005,ix_nbbom_20050502
taqm_2005,ix_nbbom_20050503
taqm_2005,ix_nbbom_20050504
taqm_2005,ix_nbbom_20050505
taqm_2005,ix_nbbom_20050506
taqm_2005,ix_nbbom_20050509
taqm_2005,ix_nbbom_20050510
taqm_2005,ix_nbbom_20050511
taqm_2005,ix_nbbom_20050512
taqm_2005,ix_nbbom_20050513
taqm_2005,ix_nbbom_20050516
taqm_2005,ix_nbbom_20050517
taqm_2005,ix_nbbom_20050518
taqm_2005,ix_nbbom_20050519
taqm_2005,ix_nbbom_20050520
taqm_2005,ix_nbbom_20050523
taqm_2005,ix_nbbom_20050524
taqm_2005,ix_nbbom_20050525
taqm_2005,ix_nbbom_20050526
taqm_2005,ix_nbbom_20050527
taqm_2005,ix_nbbom_20050531
taqm_2005,ix_nbbom_20050601
taqm_2005,ix_nbbom_20050602
taqm_2005,ix_nbbom_20050603
taqm_2005,ix_nbbom_20050606
taqm_2005,ix_nbbom_20050607
taqm_2005,ix_nbbom_20050608
taqm_2005,ix_nbbom_20050609
taqm_2005,ix_nbbom_20050610
taqm_2005,ix_nbbom_20050613
taqm_2005,ix_nbbom_20050614
taqm_2005,ix_nbbom_20050615
taqm_2005,ix_nbbom_20050616
taqm_2005,ix_nbbom_20050617
taqm_2005,ix_nbbom_20050620
taqm_2005,ix_nbbom_20050621
taqm_2005,ix_nbbom_20050622
taqm_2005,ix_nbbom_20050623
taqm_2005,ix_nbbom_20050624
taqm_2005,ix_nbbom_20050627
taqm_2005,ix_nbbom_20050628
taqm_2005,ix_nbbom_20050629
taqm_2005,ix_nbbom_20050630
taqm_2005,ix_nbbom_20050701
taqm_2005,ix_nbbom_20050705
taqm_2005,ix_nbbom_20050706
taqm_2005,ix_nbbom_20050707
taqm_2005,ix_nbbom_20050708
taqm_2005,ix_nbbom_20050711
taqm_2005,ix_nbbom_20050712
taqm_2005,ix_nbbom_20050713
taqm_2005,ix_nbbom_20050714
taqm_2005,ix_nbbom_20050715
taqm_2005,ix_nbbom_20050718
taqm_2005,ix_nbbom_20050719
taqm_2005,ix_nbbom_20050720
taqm_2005,ix_nbbom_20050721
taqm_2005,ix_nbbom_20050722
taqm_2005,ix_nbbom_20050725
taqm_2005,ix_nbbom_20050726
taqm_2005,ix_nbbom_20050727
taqm_2005,ix_nbbom_20050728
taqm_2005,ix_nbbom_20050729
taqm_2005,ix_nbbom_20050801
taqm_2005,ix_nbbom_20050802
taqm_2005,ix_nbbom_20050803
taqm_2005,ix_nbbom_20050804
taqm_2005,ix_nbbom_20050805
taqm_2005,ix_nbbom_20050808
taqm_2005,ix_nbbom_20050809
taqm_2005,ix_nbbom_20050810
taqm_2005,ix_nbbom_20050811
taqm_2005,ix_nbbom_20050812
taqm_2005,ix_nbbom_20050815
taqm_2005,ix_nbbom_20050816
taqm_2005,ix_nbbom_20050817
taqm_2005,ix_nbbom_20050818
taqm_2005,ix_nbbom_20050819
taqm_2005,ix_nbbom_20050822
taqm_2005,ix_nbbom_20050823
taqm_2005,ix_nbbom_20050824
taqm_2005,ix_nbbom_20050825
taqm_2005,ix_nbbom_20050826
taqm_2005,ix_nbbom_20050829
taqm_2005,ix_nbbom_20050830
taqm_2005,ix_nbbom_20050831
taqm_2005,ix_nbbom_20050901
taqm_2005,ix_nbbom_20050902
taqm_2005,ix_nbbom_20050906
taqm_2005,ix_nbbom_20050907
taqm_2005,ix_nbbom_20050908
taqm_2005,ix_nbbom_20050909
taqm_2005,ix_nbbom_20050912
taqm_2005,ix_nbbom_20050913
taqm_2005,ix_nbbom_20050914
taqm_2005,ix_nbbom_20050915
taqm_2005,ix_nbbom_20050916
taqm_2005,ix_nbbom_20050919
taqm_2005,ix_nbbom_20050920
taqm_2005,ix_nbbom_20050921
taqm_2005,ix_nbbom_20050922
taqm_2005,ix_nbbom_20050923
taqm_2005,ix_nbbom_20050926
taqm_2005,ix_nbbom_20050927
taqm_2005,ix_nbbom_20050928
taqm_2005,ix_nbbom_20050929
taqm_2005,ix_nbbom_20050930
taqm_2005,ix_nbbom_20051003
taqm_2005,ix_nbbom_20051004
taqm_2005,ix_nbbom_20051005
taqm_2005,ix_nbbom_20051006
taqm_2005,ix_nbbom_20051007
taqm_2005,ix_nbbom_20051010
taqm_2005,ix_nbbom_20051011
taqm_2005,ix_nbbom_20051012
taqm_2005,ix_nbbom_20051013
taqm_2005,ix_nbbom_20051014
taqm_2005,ix_nbbom_20051017
taqm_2005,ix_nbbom_20051018
taqm_2005,ix_nbbom_20051019
taqm_2005,ix_nbbom_20051020
taqm_2005,ix_nbbom_20051021
taqm_2005,ix_nbbom_20051024
taqm_2005,ix_nbbom_20051025
taqm_2005,ix_nbbom_20051026
taqm_2005,ix_nbbom_20051027
taqm_2005,ix_nbbom_20051028
taqm_2005,ix_nbbom_20051031
taqm_2005,ix_nbbom_20051101
taqm_2005,ix_nbbom_20051102
taqm_2005,ix_nbbom_20051103
taqm_2005,ix_nbbom_20051104
taqm_2005,ix_nbbom_20051107
taqm_2005,ix_nbbom_20051108
taqm_2005,ix_nbbom_20051109
taqm_2005,ix_nbbom_20051110
taqm_2005,ix_nbbom_20051111
taqm_2005,ix_nbbom_20051114
taqm_2005,ix_nbbom_20051115
taqm_2005,ix_nbbom_20051116
taqm_2005,ix_nbbom_20051117
taqm_2005,ix_nbbom_20051118
taqm_2005,ix_nbbom_20051121
taqm_2005,ix_nbbom_20051122
taqm_2005,ix_nbbom_20051123
taqm_2005,ix_nbbom_20051125
taqm_2005,ix_nbbom_20051128
taqm_2005,ix_nbbom_20051129
taqm_2005,ix_nbbom_20051130
taqm_2005,ix_nbbom_20051201
taqm_2005,ix_nbbom_20051202
taqm_2005,ix_nbbom_20051205
taqm_2005,ix_nbbom_20051206
taqm_2005,ix_nbbom_20051207
taqm_2005,ix_nbbom_20051208
taqm_2005,ix_nbbom_20051209
taqm_2005,ix_nbbom_20051212
taqm_2005,ix_nbbom_20051213
taqm_2005,ix_nbbom_20051214
taqm_2005,ix_nbbom_20051215
taqm_2005,ix_nbbom_20051216
taqm_2005,ix_nbbom_20051219
taqm_2005,ix_nbbom_20051220
taqm_2005,ix_nbbom_20051221
taqm_2005,ix_nbbom_20051222
taqm_2005,ix_nbbom_20051223
taqm_2005,ix_nbbom_20051227
taqm_2005,ix_nbbom_20051228
taqm_2005,ix_nbbom_20051229
taqm_2005,ix_nbbom_20051230
taqm_2005,nbbom_20050103
taqm_2005,nbbom_20050104
taqm_2005,nbbom_20050105
taqm_2005,nbbom_20050106
taqm_2005,nbbom_20050107
taqm_2005,nbbom_20050110
taqm_2005,nbbom_20050111
taqm_2005,nbbom_20050112
taqm_2005,nbbom_20050113
taqm_2005,nbbom_20050114
taqm_2005,nbbom_20050118
taqm_2005,nbbom_20050119
taqm_2005,nbbom_20050120
taqm_2005,nbbom_20050121
taqm_2005,nbbom_20050124
taqm_2005,nbbom_20050125
taqm_2005,nbbom_20050126
taqm_2005,nbbom_20050127
taqm_2005,nbbom_20050128
taqm_2005,nbbom_20050131
taqm_2005,nbbom_20050201
taqm_2005,nbbom_20050202
taqm_2005,nbbom_20050203
taqm_2005,nbbom_20050204
taqm_2005,nbbom_20050207
taqm_2005,nbbom_20050208
taqm_2005,nbbom_20050209
taqm_2005,nbbom_20050210
taqm_2005,nbbom_20050211
taqm_2005,nbbom_20050214
taqm_2005,nbbom_20050215
taqm_2005,nbbom_20050216
taqm_2005,nbbom_20050217
taqm_2005,nbbom_20050218
taqm_2005,nbbom_20050222
taqm_2005,nbbom_20050223
taqm_2005,nbbom_20050224
taqm_2005,nbbom_20050225
taqm_2005,nbbom_20050228
taqm_2005,nbbom_20050301
taqm_2005,nbbom_20050302
taqm_2005,nbbom_20050303
taqm_2005,nbbom_20050304
taqm_2005,nbbom_20050307
taqm_2005,nbbom_20050308
taqm_2005,nbbom_20050309
taqm_2005,nbbom_20050310
taqm_2005,nbbom_20050311
taqm_2005,nbbom_20050314
taqm_2005,nbbom_20050315
taqm_2005,nbbom_20050316
taqm_2005,nbbom_20050317
taqm_2005,nbbom_20050318
taqm_2005,nbbom_20050321
taqm_2005,nbbom_20050322
taqm_2005,nbbom_20050323
taqm_2005,nbbom_20050324
taqm_2005,nbbom_20050328
taqm_2005,nbbom_20050329
taqm_2005,nbbom_20050330
taqm_2005,nbbom_20050331
taqm_2005,nbbom_20050401
taqm_2005,nbbom_20050404
taqm_2005,nbbom_20050405
taqm_2005,nbbom_20050406
taqm_2005,nbbom_20050407
taqm_2005,nbbom_20050408
taqm_2005,nbbom_20050411
taqm_2005,nbbom_20050412
taqm_2005,nbbom_20050413
taqm_2005,nbbom_20050414
taqm_2005,nbbom_20050415
taqm_2005,nbbom_20050418
taqm_2005,nbbom_20050419
taqm_2005,nbbom_20050420
taqm_2005,nbbom_20050421
taqm_2005,nbbom_20050422
taqm_2005,nbbom_20050425
taqm_2005,nbbom_20050426
taqm_2005,nbbom_20050427
taqm_2005,nbbom_20050428
taqm_2005,nbbom_20050429
taqm_2005,nbbom_20050502
taqm_2005,nbbom_20050503
taqm_2005,nbbom_20050504
taqm_2005,nbbom_20050505
taqm_2005,nbbom_20050506
taqm_2005,nbbom_20050509
taqm_2005,nbbom_20050510
taqm_2005,nbbom_20050511
taqm_2005,nbbom_20050512
taqm_2005,nbbom_20050513
taqm_2005,nbbom_20050516
taqm_2005,nbbom_20050517
taqm_2005,nbbom_20050518
taqm_2005,nbbom_20050519
taqm_2005,nbbom_20050520
taqm_2005,nbbom_20050523
taqm_2005,nbbom_20050524
taqm_2005,nbbom_20050525
taqm_2005,nbbom_20050526
taqm_2005,nbbom_20050527
taqm_2005,nbbom_20050531
taqm_2005,nbbom_20050601
taqm_2005,nbbom_20050602
taqm_2005,nbbom_20050603
taqm_2005,nbbom_20050606
taqm_2005,nbbom_20050607
taqm_2005,nbbom_20050608
taqm_2005,nbbom_20050609
taqm_2005,nbbom_20050610
taqm_2005,nbbom_20050613
taqm_2005,nbbom_20050614
taqm_2005,nbbom_20050615
taqm_2005,nbbom_20050616
taqm_2005,nbbom_20050617
taqm_2005,nbbom_20050620
taqm_2005,nbbom_20050621
taqm_2005,nbbom_20050622
taqm_2005,nbbom_20050623
taqm_2005,nbbom_20050624
taqm_2005,nbbom_20050627
taqm_2005,nbbom_20050628
taqm_2005,nbbom_20050629
taqm_2005,nbbom_20050630
taqm_2005,nbbom_20050701
taqm_2005,nbbom_20050705
taqm_2005,nbbom_20050706
taqm_2005,nbbom_20050707
taqm_2005,nbbom_20050708
taqm_2005,nbbom_20050711
taqm_2005,nbbom_20050712
taqm_2005,nbbom_20050713
taqm_2005,nbbom_20050714
taqm_2005,nbbom_20050715
taqm_2005,nbbom_20050718
taqm_2005,nbbom_20050719
taqm_2005,nbbom_20050720
taqm_2005,nbbom_20050721
taqm_2005,nbbom_20050722
taqm_2005,nbbom_20050725
taqm_2005,nbbom_20050726
taqm_2005,nbbom_20050727
taqm_2005,nbbom_20050728
taqm_2005,nbbom_20050729
taqm_2005,nbbom_20050801
taqm_2005,nbbom_20050802
taqm_2005,nbbom_20050803
taqm_2005,nbbom_20050804
taqm_2005,nbbom_20050805
taqm_2005,nbbom_20050808
taqm_2005,nbbom_20050809
taqm_2005,nbbom_20050810
taqm_2005,nbbom_20050811
taqm_2005,nbbom_20050812
taqm_2005,nbbom_20050815
taqm_2005,nbbom_20050816
taqm_2005,nbbom_20050817
taqm_2005,nbbom_20050818
taqm_2005,nbbom_20050819
taqm_2005,nbbom_20050822
taqm_2005,nbbom_20050823
taqm_2005,nbbom_20050824
taqm_2005,nbbom_20050825
taqm_2005,nbbom_20050826
taqm_2005,nbbom_20050829
taqm_2005,nbbom_20050830
taqm_2005,nbbom_20050831
taqm_2005,nbbom_20050901
taqm_2005,nbbom_20050902
taqm_2005,nbbom_20050906
taqm_2005,nbbom_20050907
taqm_2005,nbbom_20050908
taqm_2005,nbbom_20050909
taqm_2005,nbbom_20050912
taqm_2005,nbbom_20050913
taqm_2005,nbbom_20050914
taqm_2005,nbbom_20050915
taqm_2005,nbbom_20050916
taqm_2005,nbbom_20050919
taqm_2005,nbbom_20050920
taqm_2005,nbbom_20050921
taqm_2005,nbbom_20050922
taqm_2005,nbbom_20050923
taqm_2005,nbbom_20050926
taqm_2005,nbbom_20050927
taqm_2005,nbbom_20050928
taqm_2005,nbbom_20050929
taqm_2005,nbbom_20050930
taqm_2005,nbbom_20051003
taqm_2005,nbbom_20051004
taqm_2005,nbbom_20051005
taqm_2005,nbbom_20051006
taqm_2005,nbbom_20051007
taqm_2005,nbbom_20051010
taqm_2005,nbbom_20051011
taqm_2005,nbbom_20051012
taqm_2005,nbbom_20051013
taqm_2005,nbbom_20051014
taqm_2005,nbbom_20051017
taqm_2005,nbbom_20051018
taqm_2005,nbbom_20051019
taqm_2005,nbbom_20051020
taqm_2005,nbbom_20051021
taqm_2005,nbbom_20051024
taqm_2005,nbbom_20051025
taqm_2005,nbbom_20051026
taqm_2005,nbbom_20051027
taqm_2005,nbbom_20051028
taqm_2005,nbbom_20051031
taqm_2005,nbbom_20051101
taqm_2005,nbbom_20051102
taqm_2005,nbbom_20051103
taqm_2005,nbbom_20051104
taqm_2005,nbbom_20051107
taqm_2005,nbbom_20051108
taqm_2005,nbbom_20051109
taqm_2005,nbbom_20051110
taqm_2005,nbbom_20051111
taqm_2005,nbbom_20051114
taqm_2005,nbbom_20051115
taqm_2005,nbbom_20051116
taqm_2005,nbbom_20051117
taqm_2005,nbbom_20051118
taqm_2005,nbbom_20051121
taqm_2005,nbbom_20051122
taqm_2005,nbbom_20051123
taqm_2005,nbbom_20051125
taqm_2005,nbbom_20051128
taqm_2005,nbbom_20051129
taqm_2005,nbbom_20051130
taqm_2005,nbbom_20051201
taqm_2005,nbbom_20051202
taqm_2005,nbbom_20051205
taqm_2005,nbbom_20051206
taqm_2005,nbbom_20051207
taqm_2005,nbbom_20051208
taqm_2005,nbbom_20051209
taqm_2005,nbbom_20051212
taqm_2005,nbbom_20051213
taqm_2005,nbbom_20051214
taqm_2005,nbbom_20051215
taqm_2005,nbbom_20051216
taqm_2005,nbbom_20051219
taqm_2005,nbbom_20051220
taqm_2005,nbbom_20051221
taqm_2005,nbbom_20051222
taqm_2005,nbbom_20051223
taqm_2005,nbbom_20051227
taqm_2005,nbbom_20051228
taqm_2005,nbbom_20051229
taqm_2005,nbbom_20051230
taqm_2006,cqm_20060103
taqm_2006,cqm_20060104
taqm_2006,cqm_20060105
taqm_2006,cqm_20060106
taqm_2006,cqm_20060109
taqm_2006,cqm_20060110
taqm_2006,cqm_20060111
taqm_2006,cqm_20060112
taqm_2006,cqm_20060113
taqm_2006,cqm_20060117
taqm_2006,cqm_20060118
taqm_2006,cqm_20060119
taqm_2006,cqm_20060120
taqm_2006,cqm_20060123
taqm_2006,cqm_20060124
taqm_2006,cqm_20060125
taqm_2006,cqm_20060126
taqm_2006,cqm_20060127
taqm_2006,cqm_20060130
taqm_2006,cqm_20060131
taqm_2006,cqm_20060201
taqm_2006,cqm_20060202
taqm_2006,cqm_20060203
taqm_2006,cqm_20060206
taqm_2006,cqm_20060207
taqm_2006,cqm_20060208
taqm_2006,cqm_20060209
taqm_2006,cqm_20060210
taqm_2006,cqm_20060213
taqm_2006,cqm_20060214
taqm_2006,cqm_20060215
taqm_2006,cqm_20060216
taqm_2006,cqm_20060217
taqm_2006,cqm_20060221
taqm_2006,cqm_20060222
taqm_2006,cqm_20060223
taqm_2006,cqm_20060224
taqm_2006,cqm_20060227
taqm_2006,cqm_20060228
taqm_2006,cqm_20060301
taqm_2006,cqm_20060302
taqm_2006,cqm_20060303
taqm_2006,cqm_20060306
taqm_2006,cqm_20060307
taqm_2006,cqm_20060308
taqm_2006,cqm_20060309
taqm_2006,cqm_20060310
taqm_2006,cqm_20060313
taqm_2006,cqm_20060314
taqm_2006,cqm_20060315
taqm_2006,cqm_20060316
taqm_2006,cqm_20060317
taqm_2006,cqm_20060320
taqm_2006,cqm_20060321
taqm_2006,cqm_20060322
taqm_2006,cqm_20060323
taqm_2006,cqm_20060324
taqm_2006,cqm_20060327
taqm_2006,cqm_20060328
taqm_2006,cqm_20060329
taqm_2006,cqm_20060330
taqm_2006,cqm_20060331
taqm_2006,cqm_20060403
taqm_2006,cqm_20060404
taqm_2006,cqm_20060405
taqm_2006,cqm_20060406
taqm_2006,cqm_20060407
taqm_2006,cqm_20060410
taqm_2006,cqm_20060411
taqm_2006,cqm_20060412
taqm_2006,cqm_20060413
taqm_2006,cqm_20060417
taqm_2006,cqm_20060418
taqm_2006,cqm_20060419
taqm_2006,cqm_20060420
taqm_2006,cqm_20060421
taqm_2006,cqm_20060424
taqm_2006,cqm_20060425
taqm_2006,cqm_20060426
taqm_2006,cqm_20060427
taqm_2006,cqm_20060428
taqm_2006,cqm_20060501
taqm_2006,cqm_20060502
taqm_2006,cqm_20060503
taqm_2006,cqm_20060504
taqm_2006,cqm_20060505
taqm_2006,cqm_20060508
taqm_2006,cqm_20060509
taqm_2006,cqm_20060510
taqm_2006,cqm_20060511
taqm_2006,cqm_20060512
taqm_2006,cqm_20060515
taqm_2006,cqm_20060516
taqm_2006,cqm_20060517
taqm_2006,cqm_20060518
taqm_2006,cqm_20060519
taqm_2006,cqm_20060522
taqm_2006,cqm_20060523
taqm_2006,cqm_20060524
taqm_2006,cqm_20060525
taqm_2006,cqm_20060526
taqm_2006,cqm_20060530
taqm_2006,cqm_20060531
taqm_2006,cqm_20060601
taqm_2006,cqm_20060602
taqm_2006,cqm_20060605
taqm_2006,cqm_20060606
taqm_2006,cqm_20060607
taqm_2006,cqm_20060608
taqm_2006,cqm_20060609
taqm_2006,cqm_20060612
taqm_2006,cqm_20060613
taqm_2006,cqm_20060614
taqm_2006,cqm_20060615
taqm_2006,cqm_20060616
taqm_2006,cqm_20060619
taqm_2006,cqm_20060620
taqm_2006,cqm_20060621
taqm_2006,cqm_20060622
taqm_2006,cqm_20060623
taqm_2006,cqm_20060626
taqm_2006,cqm_20060627
taqm_2006,cqm_20060628
taqm_2006,cqm_20060629
taqm_2006,cqm_20060630
taqm_2006,cqm_20060703
taqm_2006,cqm_20060705
taqm_2006,cqm_20060706
taqm_2006,cqm_20060707
taqm_2006,cqm_20060710
taqm_2006,cqm_20060711
taqm_2006,cqm_20060712
taqm_2006,cqm_20060713
taqm_2006,cqm_20060714
taqm_2006,cqm_20060717
taqm_2006,cqm_20060718
taqm_2006,cqm_20060719
taqm_2006,cqm_20060720
taqm_2006,cqm_20060721
taqm_2006,cqm_20060724
taqm_2006,cqm_20060725
taqm_2006,cqm_20060726
taqm_2006,cqm_20060727
taqm_2006,cqm_20060728
taqm_2006,cqm_20060731
taqm_2006,cqm_20060801
taqm_2006,cqm_20060802
taqm_2006,cqm_20060803
taqm_2006,cqm_20060804
taqm_2006,cqm_20060807
taqm_2006,cqm_20060808
taqm_2006,cqm_20060809
taqm_2006,cqm_20060810
taqm_2006,cqm_20060811
taqm_2006,cqm_20060814
taqm_2006,cqm_20060815
taqm_2006,cqm_20060816
taqm_2006,cqm_20060817
taqm_2006,cqm_20060818
taqm_2006,cqm_20060821
taqm_2006,cqm_20060822
taqm_2006,cqm_20060823
taqm_2006,cqm_20060824
taqm_2006,cqm_20060825
taqm_2006,cqm_20060828
taqm_2006,cqm_20060829
